score,tweet, 
-0.1695,"Homecoming, midterms 🙄😩 ngl i am NOT prepared for homecoming 💀",
0.0,gonna go into drug induced psychosis after midterms,
0.4215,Perks of having weekly quizzes?no midterms lol,
0.4019,"i wish i didn’t have midterms to study for, i just wanna watch all the content from the concert😭😭",
0.0,3 midterms in one day I’m officially brain dead🥴,
0.0,"but why i got 3 midterms, research materials due and lines gotta be memorized in the span of 2 days next week",
0.0,midterms 😭,
-0.5719,dami deadlines and exams weeew i hate midterms,
-0.4777,Obsessed with Sex and The City. Not good esp bc midterms are coming soon...,
0.0516,Midterms next week got me feeling like Me drowning in stress this semester📹 iamhorlicksboyboy | IG ,
-0.2263,After midterms this week I need to go apeshit on my manga backlog,
0.5175,yo sorry for bein mad quiet the semester and midterms keepin me busy but art is comin dw 👀! I read this new manga called Chainsaw Man and it got me rly inspired,
-0.2854,my day was kinda shitty bc i had two midterms but jinhongseok salvaged it for me,
0.296,its lil to nothing going on for hoco week but that fine bc I got two midterms and an exam this week 😂,
0.0,midterms this week... ,
-0.34,Sorry Harry’s waiting till after I’m done my midterms to drop the album cause he’s a real one,
0.2846,my boyfriend think we about to have fun this weekend but in reality we studying for midterms.,
0.0,this semester is going by WAY too fast. MY MIDTERMS START NEXT WEEK?! 🥴,
0.5994,beautiful day to be outside studying for midterms ,
0.0,midterms this week and we ain’t learned nothing,
0.0,Hmmmm study for midterms next week OR.......write more fic NCJSJFJSJFJ,
-0.6908,Midterms are gonna kill me ,
0.25,There is another in the fire standing next to there in the water holding back to the sea❤ midterms inspiration,
-0.4767,The first thing I did once my dad picked me up from school was cry to him about my midterms. That’s how my day is going.,
-0.5423,brb about to fail my midterms,
-0.7531,wtf PIL + succession midterms on wednesday are you INSANE @/up,
-0.4767,You know it’s midterms season when somebody is crying in the bathroom,
0.0,"These last 6 weeks have been so smooth... But now.. I have a 3 page paper, 2 page paper, Econ homework, a quiz, a discussion board, and 3 midterms, all due 4 days after fall break 🤷🏼‍♀️.",
-0.3818,its a battle between my sleep and my midterms .,
-0.5413,I don’t know if I’m more mad at midterms being the same time as homecoming or it being 90 degrees in October,
0.7096,I did well on my midterms and had an amazing weekend .  . ,
-0.34,"Netflix really released a new season of Big Mouth, Shameless, and Disenchantment right before Midterms  week 🥴",
0.0,so I’m just gonna do some work and study for midterms.,
0.5267,midterms are but a distraction from my love for chuuya,
0.0,Midterms just passed and I’m still at a 4.0!🔥 lessss goooo,
0.0,These teachers are ghetto for putting midterms during homecoming week,
0.0,So next week midterms nasa minors!!! YAH YAH AT ANG DAMING READINGS,
0.8442,hardest part of college is separating myself from basing my self worth &amp; what i feel like i deserve solely off of my academic successes/failures like i did in high school (especially during midterms). go outside &amp; breathe nerds. it will be okay i promise. ,
0.4117,he finds it funny but if I fail my midterms bc I stayed up all night... it’ll be ok bc at least HS2 will be out this is why I don’t want to sleep until midnight but at the same time he could just decide to drop it at 4:07 just because HE FINDS IT FUNNY,
0.0,we boutta have midterms in two weeks???? ,
0.0,early morning midterms exam let’s go,
-0.47,Not a big fan of how uni classes constantly pepper me with assignments and quizzes worth less than 1-2% my final grade. It's irritating when I have team projects and midterms to have to assign time to stuff when I don't really need it.,
0.6358,Someone tell me why profs insist on having assignment due dates and midterms the Tuesday after thanksgiving? It’s not like I wanted to enjoy the long weekend and spend time with friends and family or anything,
0.5823,"Made it through midterms and I'm not that secure in what I got, but I will survive. I'm glad to be finishing up methods! #gradschool #worklifebalance @UGA_SPIA #alwaysadawg ",
0.2103,All these damn tests! Im so ready for our break after midterms..... 😩😩,
0.5719,Finished Week 1 of midterms. Celebrating with Coke and the newest episode of Stumptown 🤩,
0.0,•••• will be inactive soon bc of midterms ••••,
-0.25,"What a day after stressful midterms musics made me calm and reduce stress1st I Belong to the Zoo, Then Philippine Philharmonic Orchestra",
-0.296,no to 🤡 in midterms.,
0.0,just realized im gonna have two midterms on the same day this month 🥴,
0.4019,Hopefully I passed all my midterms.,
-0.3182,Before Midterms smh I have .89 left in ram bucks🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️FUCKKK PIZZA HUR,
0.0,Per Dev really punched me tonight. I have to finish my projects so that I'll get to review early for the upcoming midterms. So I went to my mom and dad's wall at facebook to get pictures for completing my project in personality development.,
-0.1531,i miss yuzu and javi interaction. also it's 1am and barely halfway for my provisional remedies midterms on monday. kek me,
0.0,Life has been rough for the last two weeks cause of midterms. ... Or so I thought bc I finished my midterms and life still rough,
0.0,i have 3 midterms on Thursday. KMS now or later???????,
0.0,Somehow midterms are next week and I basically haven’t studied at all this semester ,
0.0,Midterms mood. ,
0.7876,i keep procrastinating studying for midterms but on the bright side i procrastinated by finally cleaning my room so at least i had motivation for something,
0.0,two midterms back to back? 😩,
-0.6486,"2 midterms + pmsing , I’m dead already",
0.4404,good morninggg midterms na,
0.0,Everyone has homeworks and midterms except me i have day off. ,
0.5766,my weekend was a blast💕 di halatang may midterms eh HAHA,
-0.296,I just finished the take home essay portion of my midterms and I did a bad job :-),
0.0,I really wanna draw Jimin for his birthday next week but issa midterms week too 🥺 ,
0.0772,"midterms week here we go,, someone pls send their braincells and sipag for this day 🥺",
0.3612,Heading to midterms like. Let’s get this bread ,
0.4404,I’m finally done w midterms and I still feel anxious lmao,
-0.2732,"Games con, cod mw, miderms, and report deadlines are all in the same week. Watch me play cod, go to games con and fail my midterms",
0.0,last day of midterms uwu,
0.4939,These midterms are getting outta hand 🥴,
-0.7845,It’s cold as shit and I feel myself getting sick aND I HAVE MIDTERMS COMING UP IM ABOUT TO KERMIT,
0.964,Missed it by a day but oops I was dying from midterms but happy (late) national boyfriend day :) 💗 i love you more than anything ty for everything ,
-0.34,"Its October 2nd, the sun is burning through my shirt, im not even wearing socks, i dont have time to do halloween, and im stressed about midterms.... the full collegiate climate change package its october 1st... cooler weather, changing leaves, Halloween, sweats and hoodies... the full package",
0.0,Davenport midterms are coming up fast and i just can’t with my life rn🤦🏻‍♀️,
0.9645,IM SO FVXKING EXCITED WITH THE NEW ALBUM BUT I GOTTA ACE MA MIDTERMS. I LOVE YOU GUYS I PROMISE I WILL SUPPORT 💖 @Stray_Kids,
0.5267,yay last day of midterms 🎉,
0.0,"Got an 89 on my written exam, 81 for my haircuts and 85 on my roller set!! Midterms are over",
-0.1796,I’m sO ready for midterms to be over holy fuck,
-0.1531,I'm going to crush the midterms,
0.4215,I have two midterms really soon. What should be the easier one is Monday and the giant one is on Tuesday.Lots of notes and studying is happening this weekend. ,
0.6124,I hope everyone is studying well on their midterms/exams 🥺🍀🍀,
-0.5859,I’m my midterms bitch and chegg is my hoe,
0.5423,Lmfao. This girl said she needs a whole day of sex after her midterms 😂😂 same girl same,
0.0,I PASSED ALL MY MIDTERMS CAN I GET A RENEWAL FOR CLOAK AND DAGGER @hulu,
0.0,The collective groan that just went through my classroom when the professor showed up five minutes late with a giant stack of graded midterms,
0.0,I have 2 midterms exams next week 😭,
0.0,im still busy bcs next week's gonna be midterms week,
-0.7264,This time last year AND the year before that I was in Florida. Im currently freezing in ohio stressed about midterms. Very rude.,
0.7698,I suddenly feel very lucky that my midterms were all last week so I’m free atm ayyy,
0.4588,hawld on i got semester midterms then........ anyways who cares BTS COMEBACK,
-0.7684,I need to study for midterms but all I want to do is be fucked. ,
0.5983,"2 midterms tomorrow, 2 next week, and one the week after... y’all pray for me please! 😅",
0.0,Tomorrow is Friday. The high is 69It’s supposed to storm ⛈Midterms will be overWhiskey and coke will be mixedThis will be me preparing for round ✌🏻 Saturday.,
0.6486,midterms came fast af lol I feel like we just started the semester. what’s happening?,
0.0,midterms are next week for me already a ha ha ima fail and i’m stressing gn,
-0.9672,Me cause midterms have you ever been so stressed that you get stressed about being stress so that stress turns into more stress and you think to yourself like damn bitch I’m stressed,
